"Name","Num","Mmb","Hv","<Hv>","h:m:s","d:m:s","radD","radR"
"227","Scl","0227",0.998,107,0,"00 : 59 : 24.81","-33 : 45 : 13.2",-0.773268125096088,0.259240298783413
"228","Scl","0228",0,-197,0,"00 : 59 : 19.60","-33 : 44 : 24.2",-0.769704744539933,0.258861416891626
"229","Scl","0229",0.999,100,0,"00 : 59 : 22.50","-33 : 42 : 55.9",-0.763283387333637,0.259072310842908
"230","Scl","0230",1,103,0,"00 : 59 : 16.68","-33 : 40 : 30.4",-0.752702328743421,0.2586490684993
"231","Scl","0231",0.999,113,0,"00 : 59 : 02.36","-33 : 42 : 24.9",-0.761029003716478,0.257607688712276
"232","Scl","0232",1,130,0,"00 : 59 : 12.72","-33 : 41 : 09.4",-0.755538488777912,0.258361089172721
"233","Scl","0233",0.999,117,0,"00 : 59 : 14.56","-33 : 40 : 40.0",-0.753400460444219,0.258494897748707
"234","Scl","0234",0.998,98,0,"00 : 59 : 17.59","-33 : 37 : 33.8",-0.73985961433083,0.258715245566771
"235","Scl","0235",1,113,0,"00 : 59 : 23.14","-33 : 34 : 19.1",-0.725700630774026,0.259118852956295
"236","Scl","0236",1,106,0,"00 : 59 : 30.43","-33 : 36 : 05.2",-0.733416440508884,0.259648996716588
"237","Scl","0237",0.999,98,0,"00 : 59 : 32.76","-33 : 36 : 11.2",-0.733852772821882,0.259818439098136
"238","Scl","0238",1,115,0,"00 : 59 : 27.33","-33 : 38 : 47.6",-0.745226501780712,0.259423558354872
"239","Scl","0239",0,26,0,"00 : 59 : 39.40","-33 : 46 : 27.4",-0.778664101366837,0.260301313524521
"240","Scl","0240",1,100,0,"00 : 59 : 40.81","-33 : 44 : 35.0",-0.77049014270333,0.260403851618076
"241","Scl","0241",1,109,0,"00 : 59 : 41.87","-33 : 42 : 42.7",-0.76232345624504,0.260480936993372
"242","Scl","0242",0.999,112,0,"00 : 59 : 37.77","-33 : 41 : 15.4",-0.755974821090911,0.26018277657949
"243","Scl","0243",1,114,0,"00 : 59 : 34.08","-33 : 43 : 51.5",-0.76732673343409,0.259914432206996
"244","Scl","0244",1,105,0,"00 : 59 : 33.81","-33 : 42 : 38.2",-0.761996207010291,0.259894797252911
"245","Scl","0245",1,109,0,"00 : 59 : 34.17","-33 : 41 : 14.2",-0.755887554628311,0.259920977191691
"246","Scl","0246",1,118,0,"00 : 59 : 38.11","-33 : 35 : 08.2",-0.729271283535397,0.260207502077226
"247","Scl","0247",0.999,94,0,"00 : 59 : 37.74","-33 : 36 : 00.2",-0.733052830248052,0.260180594917925
"248","Scl","0248",1,113,0,"00 : 59 : 40.32","-33 : 36 : 06.6",-0.733518251381917,0.260368217812514
"249","Scl","0249",1,108,0,"00 : 59 : 36.07","-33 : 37 : 09.2",-0.738070651847536,0.260059149090807
"250","Scl","0250",1,112,0,"00 : 59 : 38.40","-33 : 37 : 28.1",-0.739445098633481,0.260228591472355
"251","Scl","0251",1,119,0,"00 : 59 : 41.02","-33 : 37 : 45.2",-0.740688645725527,0.260419123249031
"252","Scl","0252",0.999,110,0,"00 : 59 : 52.00","-33 : 34 : 30.4",-0.726522389963506,0.261217611381818
"253","Scl","0253",0.999,107,0,"00 : 59 : 45.44","-33 : 35 : 22.5",-0.730311208881377,0.260740554719606
"254","Scl","0254",0.999,113,0,"00 : 59 : 50.81","-33 : 36 : 20.8",-0.73455090452268,0.26113107213974
"255","Scl","0255",1,103,0,"00 : 59 : 54.69","-33 : 45 : 17.2",-0.773559013304753,0.261413233702146
"256","Scl","0256",1,106,0,"00 : 59 : 52.84","-33 : 44 : 39.9",-0.770846480758946,0.261278697905638
"257","Scl","0257",1,117,0,"00 : 59 : 53.07","-33 : 43 : 58.5",-0.767835787799255,0.261295423977636
"258","Scl","0258",1,114,0,"00 : 59 : 52.67","-33 : 43 : 04.2",-0.763886980366618,0.26126633515677
"259","Scl","0259",0.999,100,0,"00 : 59 : 54.20","-33 : 40 : 27.0",-0.752455073766055,0.261377599896584
"260","Scl","0260",0.999,111,0,"00 : 59 : 43.71","-33 : 44 : 34.8",-0.770475598292897,0.260614745569358
"261","Scl","0261",1,98,0,"00 : 59 : 49.09","-33 : 44 : 04.9",-0.76830120893312,0.261005990210014
"262","Scl","0262",1,115,0,"00 : 59 : 46.82","-33 : 39 : 50.5",-0.749800718861981,0.260840911151596
"263","Scl","0263",1,117,0,"00 : 59 : 49.21","-33 : 39 : 48.9",-0.749684363578514,0.261014716856274
"264","Scl","0264",1,97,0,"00 : 59 : 59.09","-33 : 36 : 44.9",-0.736303505979891,0.261733210731678
"265","Scl","0265",1,121,0,"00 : 59 : 53.98","-33 : 37 : 42.2",-0.740470479569028,0.261361601045108
"266","Scl","0266",1,121.4,1.7,"01 : 00 : 03.82","-33 : 35 : 36.2",-0.731307500996057,0.262077186038425
"267","Scl","0267",1,112.1,2.5,"01 : 00 : 07.02","-33 : 36 : 44.0",-0.736238056132941,0.262309896605358
"268","Scl","0268",1,113.3,1.2,"01 : 00 : 07.57","-33 : 37 : 03.8",-0.737677952765837,0.262349893734049
"269","Scl","0269",0.995,114,0,"01 : 00 : 02.29","-33 : 38 : 52.6",-0.745590112041544,0.261965921298611
"270","Scl","0270",1,119,0,"01 : 00 : 02.17","-33 : 39 : 16.9",-0.747357257909188,0.261957194652351
"271","Scl","0271",0,36,0,"01 : 00 : 06.19","-33 : 42 : 39.2",-0.762068929062457,0.26224953730206
"272","Scl","0272",0.907,79,0,"01 : 00 : 04.62","-33 : 41 : 12.0",-0.755727566113545,0.262135363680158
"273","Scl","0273",0.959,92,0,"01 : 00 : 07.06","-33 : 40 : 46.6",-0.753880425988517,0.262312805487444
"274","Scl","0274",1,105,3.5,"01 : 00 : 07.78","-33 : 40 : 27.0",-0.752455073766055,0.262365165365004
"275","Scl","0275",1,112.1,1.1,"01 : 00 : 08.72","-33 : 39 : 54.7",-0.75010615148108,0.262433524094041
"276","Scl","0276",1,118,0,"01 : 00 : 03.59","-33 : 39 : 27.1",-0.748099022841286,0.262060459966427
"277","Scl","0277",1,114,0,"00 : 59 : 59.88","-33 : 44 : 04.5",-0.768272120112254,0.261790661152889
"278","Scl","0278",1,120.1,3.4,"00 : 59 : 57.90","-33 : 43 : 21.2",-0.765123255253447,0.2616466714896
"279","Scl","0279",0.997,123.4,0.9,"01 : 00 : 00.97","-33 : 41 : 36.2",-0.757487439775972,0.261869928189751
"280","Scl","0280",0.008,160,0,"00 : 58 : 15.11","-33 : 38 : 37.7",-0.744506553464265,0.254171571747413
"281","Scl","0281",0.999,101,0,"00 : 58 : 15.68","-33 : 40 : 26.6",-0.752425984945189,0.254213023317147
"282","Scl","0282",0.997,107,0,"00 : 58 : 26.71","-33 : 39 : 25.7",-0.747997211968253,0.255015147552543
"283","Scl","0283",0,30,0,"00 : 58 : 31.52","-33 : 40 : 14.3",-0.751531503703542,0.255364940623464
"284","Scl","0284",0.995,124,0,"00 : 58 : 33.67","-33 : 40 : 42.3",-0.753567721164202,0.255521293035621
"285","Scl","0285",1,108,0,"00 : 58 : 14.55","-33 : 46 : 50.9",-0.780373069592748,0.254130847398199
"286","Scl","0286",1,114,0,"00 : 58 : 05.82","-33 : 43 : 29.6",-0.765734120491646,0.253495983882786
"287","Scl","0287",0.999,102,0.4,"00 : 58 : 43.44","-33 : 35 : 57.9",-0.732885569528069,0.256231787485288
"288","Scl","0288",1,106.2,0.5,"00 : 58 : 45.51","-33 : 38 : 01.4",-0.741866742970623,0.256382322133272
"289","Scl","0289",0.999,122,0,"00 : 58 : 46.95","-33 : 38 : 53.5",-0.745655561888494,0.256487041888392
"290","Scl","0290",0.999,117,0,"00 : 58 : 40.81","-33 : 39 : 44.0",-0.749328025522899,0.25604052848809
"291","Scl","0291",1,122,0,"00 : 58 : 44.04","-33 : 41 : 45.1",-0.758134666040254,0.256275420716587
"292","Scl","0292",1,113,0,"00 : 58 : 49.79","-33 : 38 : 31.0",-0.744019315714749,0.256693572516544
"293","Scl","0293",1,102,0,"00 : 58 : 49.11","-33 : 39 : 10.8",-0.746913653390973,0.256644121521071
"294","Scl","0294",1,109,0,"00 : 58 : 50.79","-33 : 39 : 59.2",-0.750433400715829,0.256766294568711
"295","Scl","0295",1,109,0,"00 : 58 : 51.65","-33 : 40 : 20.1",-0.751953291606107,0.256828835533574
"296","Scl","0296",1,103,0,"00 : 58 : 46.42","-33 : 41 : 44.4",-0.758083760603737,0.256448499200744
"297","Scl","0297",0.999,100,0,"00 : 58 : 47.71","-33 : 42 : 00.7",-0.75926913005405,0.256542310648038
"298","Scl","0298",0.998,96,0,"00 : 58 : 33.09","-33 : 49 : 29.2",-0.791884970450694,0.255479114245365
"299","Scl","0299",1,120,0,"00 : 58 : 33.31","-33 : 47 : 47.8",-0.784510954361018,0.255495113096842
"300","Scl","0300",0.998,111,0,"00 : 58 : 36.12","-33 : 47 : 28.8",-0.783129235369856,0.255699462063429
"301","Scl","0301",1,109,0,"00 : 58 : 35.55","-33 : 45 : 35.2",-0.774868010243749,0.255658010493694
"302","Scl","0302",1,111,0,"00 : 58 : 38.83","-33 : 44 : 14.9",-0.769028429454785,0.2558965388248
"303","Scl","0303",1,109,0,"00 : 58 : 39.22","-33 : 43 : 14.7",-0.764650561914366,0.255924900425145
"304","Scl","0304",1,105,0,"00 : 58 : 38.02","-33 : 43 : 03.7",-0.763850619340535,0.255837633962545
"305","Scl","0305",0,139,0,"00 : 58 : 21.26","-33 : 46 : 03.3",-0.776911499909626,0.254618812368236
"306","Scl","0306",1,105,0,"00 : 58 : 19.50","-33 : 43 : 00.5",-0.763617908773602,0.254490821556423
"307","Scl","0307",0.143,160,0,"00 : 58 : 19.69","-33 : 42 : 26.0",-0.761108997973861,0.254504638746335
"308","Scl","0308",0.999,108,0,"00 : 58 : 54.27","-33 : 37 : 10.2",-0.738143373899702,0.25701936731025
"309","Scl","0309",0.999,97,0,"00 : 58 : 56.87","-33 : 37 : 20.7",-0.738906955447449,0.257208444645883
"310","Scl","0310",1,116,0,"00 : 58 : 56.15","-33 : 38 : 42.3",-0.74484107490423,0.257156084768323
"311","Scl","0311",1,115,0,"00 : 58 : 54.52","-33 : 39 : 44.4",-0.749357114343765,0.257037547823292
"312","Scl","0312",1,104,0,"00 : 58 : 58.74","-33 : 40 : 37.1",-0.753189566492936,0.257344434883434
"313","Scl","0313",1,106,0,"00 : 59 : 06.02","-33 : 42 : 32.7",-0.761596235723376,0.257873851423206
"314","Scl","0314",1,105,0,"00 : 58 : 50.91","-33 : 48 : 29.6",-0.787550736141575,0.256775021214971
"315","Scl","0315",0.999,118,0,"00 : 58 : 53.48","-33 : 46 : 22.9",-0.778336852132088,0.256961916889039
"316","Scl","0316",1,104,0,"00 : 58 : 54.79","-33 : 45 : 05.7",-0.772722709704839,0.257057182777377
"317","Scl","0317",1,121,0,"00 : 58 : 57.88","-33 : 41 : 50.3",-0.758512820711519,0.257281893918571
"318","Scl","0318",1,116,0,"00 : 58 : 46.78","-33 : 46 : 14.5",-0.77772598689389,0.256474679139523
"319","Scl","0319",1,109,0,"00 : 58 : 46.45","-33 : 45 : 48.0",-0.77579885251148,0.256450680862308
"320","Scl","0320",1,123,0,"00 : 58 : 43.13","-33 : 43 : 35.2",-0.766141363983778,0.256209243649116
"321","Scl","0321",1,107,0,"00 : 58 : 54.87","-33 : 42 : 13.8",-0.76022178893743,0.25706300054155
"322","Scl","0322",1,117,0,"00 : 58 : 56.71","-33 : 40 : 56.2",-0.754578557689315,0.257196809117536
"323","Scl","0323",1,100,0,"00 : 59 : 08.61","-33 : 42 : 29.6",-0.76137079736166,0.258062201538317
"324","Scl","0324",0.999,92,0,"00 : 59 : 11.28","-33 : 45 : 14.1",-0.773333574943038,0.258256369417601
"325","Scl","0325",1,113,0,"00 : 59 : 10.25","-33 : 45 : 53.4",-0.776191551593178,0.25818146570387
"326","Scl","0326",0.999,134,0,"00 : 59 : 10.39","-33 : 46 : 16.0",-0.77783506997214,0.258191646791173
"327","Scl","0327",0.998,110,0,"00 : 59 : 03.67","-33 : 46 : 46.4",-0.780045820357999,0.257702954600614
"328","Scl","0328",0.103,120,0,"00 : 59 : 07.50","-33 : 45 : 19.2",-0.773704457409086,0.257981480060412
"329","Scl","0329",0.999,122,0,"00 : 59 : 09.56","-33 : 45 : 21.0",-0.773835357102986,0.258131287487875
"330","Scl","0330",0.999,111,0,"00 : 59 : 06.14","-33 : 44 : 11.4",-0.768773902272202,0.257882578069466
"331","Scl","0331",0,139,0,"00 : 59 : 08.74","-33 : 44 : 11.3",-0.768766630066986,0.258071655405098
"332","Scl","0332",0,120,0,"00 : 59 : 07.90","-33 : 43 : 34.3",-0.766075914136828,0.258010568881278
"333","Scl","0333",0.988,104,0,"00 : 59 : 03.44","-33 : 45 : 50.1",-0.775951568821029,0.257686228528616
"334","Scl","0334",0.649,120,0,"00 : 58 : 59.04","-33 : 45 : 10.7",-0.773086319965672,0.257366251499084
"335","Scl","0335",0.975,90,0,"00 : 58 : 59.03","-33 : 44 : 47.5",-0.77139916835541,0.257365524278562
"336","Scl","0336",1,110,0,"00 : 59 : 00.28","-33 : 43 : 14.6",-0.764643289709149,0.25745642684377
"337","Scl","0337",0.998,113,0,"00 : 59 : 02.12","-33 : 42 : 42.1",-0.76227982301374,0.257590235419756
"338","Scl","0338",1,102,0,"01 : 00 : 44.77","-33 : 42 : 16.5",-0.76041813847828,0.26505515407464
"339","Scl","0339",1,118,0,"01 : 00 : 46.66","-33 : 41 : 50.9",-0.758556453942819,0.265192598753235
"340","Scl","0340",1,108,0,"01 : 00 : 48.14","-33 : 42 : 13.3",-0.760185427911347,0.265300227390441
"341","Scl","0341",1,114,0,"01 : 00 : 48.22","-33 : 43 : 28.8",-0.765675942849912,0.265306045154615
"342","Scl","0342",1,126,0,"01 : 00 : 03.41","-33 : 36 : 06.6",-0.733518251381917,0.262047369997037
"343","Scl","0343",1,123,0,"01 : 00 : 03.27","-33 : 38 : 09.6",-0.742463063798388,0.262037188909734
"344","Scl","0344",1,121,0,"01 : 00 : 07.00","-33 : 38 : 55.3",-0.745786461582394,0.262308442164314
"345","Scl","0345",1,104,0,"01 : 00 : 09.06","-33 : 36 : 49.6",-0.736645299625073,0.262458249591777
"346","Scl","0346",1,110,0,"01 : 00 : 05.27","-33 : 38 : 21.6",-0.743335728424385,0.262182633014066
"347","Scl","0347",0.999,133,0,"01 : 00 : 03.30","-33 : 38 : 52.0",-0.745546478810244,0.262039370571299
"348","Scl","0348",1,122,0,"01 : 00 : 04.69","-33 : 39 : 16.6",-0.747335441293539,0.26214045422381
"349","Scl","0349",0.999,93,0,"01 : 00 : 07.15","-33 : 34 : 56.2",-0.7283986189094,0.262319350472139
"350","Scl","0350",1,109,0,"01 : 00 : 11.45","-33 : 35 : 50.6",-0.732354698547254,0.262632055296455
"351","Scl","0351",1,113,0,"01 : 00 : 13.16","-33 : 36 : 38.6",-0.735845357051243,0.26275641000566
"352","Scl","0352",1,114,0,"01 : 00 : 11.32","-33 : 37 : 08.7",-0.738034290821452,0.262622601429673
"353","Scl","0353",0.991,117,0,"01 : 00 : 12.90","-33 : 37 : 28.5",-0.739474187454348,0.262737502272096
"354","Scl","0354",1,121,0,"01 : 00 : 13.41","-33 : 38 : 15.7",-0.742906668316603,0.262774590518701
"355","Scl","0355",1,116.7,0.6,"01 : 00 : 22.08","-33 : 42 : 39.5",-0.762090745678107,0.263405090710984
"356","Scl","0356",1,110.3,0.5,"01 : 00 : 23.25","-33 : 42 : 31.5",-0.761508969260776,0.263490175512019
"357","Scl","0357",0.998,92,0,"01 : 00 : 25.91","-33 : 42 : 00.7",-0.75926913005405,0.263683616170782
"358","Scl","0358",1,111.7,0.9,"01 : 00 : 23.61","-33 : 41 : 58.0",-0.7590727805132,0.263516355450799
"359","Scl","0359",1,104.8,0.4,"01 : 00 : 25.98","-33 : 41 : 17.0",-0.756091176374377,0.263688706714433
"360","Scl","0360",1,107,0,"01 : 00 : 24.22","-33 : 40 : 58.0",-0.754709457383215,0.26356071590262
"361","Scl","0361",1,110,0,"01 : 00 : 27.67","-33 : 40 : 11.3",-0.751313337547042,0.263811606982595
"362","Scl","0362",1,102,0,"01 : 00 : 23.65","-33 : 40 : 08.1",-0.75108062698011,0.263519264332885
"363","Scl","0363",1,114,0,"01 : 00 : 16.71","-33 : 42 : 45.5",-0.762527077991106,0.26301457329085
"364","Scl","0364",1,112,0,"01 : 00 : 17.13","-33 : 42 : 03.9",-0.759501840620982,0.26304511655276
"365","Scl","0365",1,106,1.6,"01 : 00 : 09.49","-33 : 41 : 41.4",-0.757865594447238,0.262489520074209
"366","Scl","0366",1,114,0,"01 : 00 : 10.85","-33 : 41 : 25.6",-0.756716586023008,0.262588422065155
"367","Scl","0367",1,129,0,"01 : 00 : 12.17","-33 : 41 : 19.9",-0.756302070325659,0.262684415174015
"368","Scl","0368",1,111,0,"01 : 00 : 15.47","-33 : 41 : 27.0",-0.756818396896041,0.262924397946164
"369","Scl","0369",1,112,0,"01 : 00 : 18.53","-33 : 41 : 19.5",-0.756272981504793,0.263146927425793
"370","Scl","0370",1,104,0,"01 : 00 : 11.19","-33 : 40 : 38.6",-0.753298649571186,0.262613147562892
"371","Scl","0371",1,116,0,"01 : 00 : 10.31","-33 : 33 : 20.1",-0.721410029696206,0.262549152156985
"372","Scl","0372",1,103,0,"01 : 00 : 09.76","-33 : 33 : 50.5",-0.723620780082066,0.262509155028294
"373","Scl","0373",1,116,0,"01 : 00 : 08.75","-33 : 34 : 26.0",-0.726202412933974,0.262435705755606
"374","Scl","0374",1,106,0,"01 : 00 : 20.66","-33 : 37 : 18.4",-0.738739694727467,0.263301825396908
"375","Scl","0375",1,117,0,"01 : 00 : 23.69","-33 : 38 : 03.1",-0.741990370459306,0.263522173214972
"376","Scl","0376",1,115,0,"01 : 00 : 22.37","-33 : 38 : 07.8",-0.742332164104488,0.263426180106112
"377","Scl","0377",1,115,0,"01 : 00 : 24.38","-33 : 39 : 33.3",-0.748549899564718,0.263572351430967
"378","Scl","0378",0.999,132,0,"01 : 00 : 15.01","-33 : 32 : 59.5",-0.719911955421578,0.262890945802168
"379","Scl","0379",1,106,0,"01 : 00 : 20.88","-33 : 33 : 01.7",-0.720071943936344,0.263317824248384
"380","Scl","0380",1,108,0,"01 : 00 : 17.36","-33 : 33 : 39.4",-0.722813565303018,0.263061842624759
"381","Scl","0381",1,120,0,"01 : 00 : 19.99","-33 : 35 : 07.0",-0.729184017072798,0.263253101621956
"382","Scl","0382",1,116,0,"01 : 00 : 19.44","-33 : 35 : 55.4",-0.732703764397653,0.263213104493265
"383","Scl","0383",1,111,0,"01 : 00 : 23.09","-33 : 36 : 38.2",-0.735816268230376,0.263478539983672
"384","Scl","0384",1,110,0,"01 : 00 : 22.15","-33 : 37 : 32.2",-0.739743259047363,0.263410181254636
"385","Scl","0385",1,106,0,"01 : 00 : 36.94","-33 : 44 : 43.0",-0.771071919120661,0.264485740406177
"386","Scl","0386",1,114.8,0.8,"01 : 00 : 33.59","-33 : 44 : 36.9",-0.770628314602446,0.26424212153142
"387","Scl","0387",1,113.8,1.2,"01 : 00 : 35.68","-33 : 43 : 59.3",-0.767893965440989,0.264394110620448
"388","Scl","0388",1,110.8,1.8,"01 : 00 : 34.09","-33 : 43 : 16.6",-0.764788733813482,0.264278482557503
"389","Scl","0389",1,119.1,0.7,"01 : 00 : 32.68","-33 : 42 : 47.9",-0.762701610916305,0.264175944463948
"390","Scl","0390",1,110.2,0.6,"01 : 00 : 36.86","-33 : 42 : 37.2",-0.761923484958125,0.264479922642004
"391","Scl","0391",1,111,0,"01 : 00 : 34.11","-33 : 41 : 47.9",-0.75833828778632,0.264279936998546
"392","Scl","0392",1,101.2,0.5,"01 : 00 : 24.23","-33 : 44 : 08.7",-0.768577552731353,0.263561443123142
"393","Scl","0393",1,106.5,0.5,"01 : 00 : 25.41","-33 : 43 : 58.2",-0.767813971183605,0.263647255144698
"394","Scl","0394",1,112,0,"01 : 00 : 29.05","-33 : 41 : 54.2",-0.758796436714968,0.263911963414584
"395","Scl","0395",1,100.5,1.2,"01 : 00 : 30.26","-33 : 41 : 23.3",-0.756549325303025,0.263999957097706
"396","Scl","0396",1,114,0,"01 : 00 : 28.97","-33 : 40 : 31.1",-0.752753234179938,0.263906145650411
"397","Scl","0397",1,121,0.9,"01 : 00 : 29.58","-33 : 39 : 05.8",-0.746550043130141,0.263950506102232
"398","Scl","0398",1,108,0,"01 : 00 : 30.26","-33 : 38 : 48.8",-0.745313768243312,0.263999957097706
"399","Scl","0399",1,119,0,"01 : 00 : 22.14","-33 : 31 : 09.8",-0.71193434629892,0.263409454034114
"400","Scl","0400",0.999,99,0,"01 : 00 : 23.49","-33 : 31 : 23.9",-0.712959727234467,0.263507628804539
"401","Scl","0401",1,115,0,"01 : 00 : 31.59","-33 : 34 : 11.1",-0.725118854356694,0.264096677427087
"402","Scl","0402",0.999,100,0,"01 : 00 : 32.73","-33 : 34 : 19.8",-0.725751536210542,0.264179580566557
"403","Scl","0403",1,121,0,"01 : 00 : 25.70","-33 : 35 : 14.4",-0.729722160258829,0.263668344539827
"404","Scl","0404",1,118,0,"01 : 00 : 37.65","-33 : 31 : 46.3",-0.714588701202995,0.264537373063216
"405","Scl","0405",0.999,94,0,"01 : 00 : 39.43","-33 : 34 : 41.0",-0.72729324371647,0.264666818316072
"406","Scl","0406",1,119,0,"01 : 00 : 39.40","-33 : 35 : 05.4",-0.729067661789331,0.264664636654507
"407","Scl","0407",1,124,0,"01 : 00 : 34.10","-33 : 35 : 08.7",-0.72930764456148,0.264279209778025
"408","Scl","0408",1,125,0,"01 : 00 : 36.25","-33 : 36 : 07.7",-0.7335982456393,0.264435562190182
"409","Scl","0409",1,108,0,"01 : 00 : 37.22","-33 : 36 : 30.5",-0.735256308428695,0.264506102580784
"410","Scl","0410",1,111.2,2.1,"01 : 00 : 39.72","-33 : 39 : 12.4",-0.74703000867444,0.2646879077112
"411","Scl","0411",1,106,0,"01 : 00 : 40.01","-33 : 38 : 40.7",-0.744724719620764,0.264708997106328
"412","Scl","0412",1,99.6,0.8,"01 : 00 : 40.12","-33 : 44 : 40.8",-0.770911930605895,0.264716996532067
"413","Scl","0413",1,110,0,"01 : 00 : 42.49","-33 : 43 : 54.8",-0.76756671620624,0.264889347795701
"414","Scl","0414",1,105.3,1,"01 : 00 : 38.42","-33 : 43 : 50.1",-0.767224922561057,0.264593369043384
"415","Scl","0415",1,116,0,"01 : 00 : 41.08","-33 : 42 : 33.2",-0.761632596749459,0.264786809702146
"416","Scl","0416",1,109,0,"01 : 00 : 39.19","-33 : 41 : 36.9",-0.757538345212489,0.264649365023552
"417","Scl","0417",1,119,0,"01 : 00 : 41.57","-33 : 41 : 26.9",-0.756811124690824,0.264822443507708
"418","Scl","0418",1,98.2,0.6,"01 : 00 : 37.52","-33 : 40 : 36.0",-0.753109572235553,0.264527919196434
"419","Scl","0419",1,117,0,"01 : 00 : 40.38","-33 : 30 : 12.7",-0.707781917120217,0.26473590426563
"420","Scl","0420",1,107,0,"01 : 00 : 46.81","-33 : 34 : 11.4",-0.725140670972344,0.26520350706106
"421","Scl","0421",1,121,0,"01 : 00 : 48.54","-33 : 35 : 13.1",-0.729627621591013,0.265329316211308
"422","Scl","0422",1,118,0,"01 : 00 : 44.44","-33 : 35 : 53.6",-0.732572864703753,0.265031155797426
"423","Scl","0423",1,115,0,"01 : 00 : 43.84","-33 : 37 : 43.8",-0.740586834852494,0.264987522566126
"424","Scl","0424",0.99,87,0,"01 : 00 : 50.26","-33 : 31 : 32.0",-0.713548775857015,0.265454398141034
"425","Scl","0425",0.999,113,0,"01 : 01 : 06.58","-33 : 33 : 19.1",-0.72133730764404,0.26664122203239
"426","Scl","0426",1,110,0,"01 : 00 : 58.23","-33 : 36 : 15.1",-0.734136388825331,0.266033992896801
"427","Scl","0427",1,119,0,"01 : 00 : 48.71","-33 : 36 : 50.2",-0.736688932856373,0.265341678960176
"428","Scl","0428",1,99,0,"01 : 00 : 48.72","-33 : 37 : 50.7",-0.741088617012442,0.265342406180698
"429","Scl","0429",0.996,114,0,"01 : 00 : 51.90","-33 : 40 : 36.4",-0.75313866105642,0.265573662306587
"430","Scl","0430",0.99,117.8,0.4,"01 : 00 : 14.69","-33 : 39 : 57.7",-0.750324317637579,0.262867674745474
"431","Scl","0431",1,111.6,0.5,"01 : 00 : 13.43","-33 : 38 : 56.2",-0.745851911429343,0.262776044959745
"432","Scl","0432",0.999,102,1.6,"01 : 00 : 54.61","-33 : 42 : 34.0",-0.761690774391192,0.265770739067958
"433","Scl","0433",1,129,0,"01 : 00 : 13.61","-33 : 36 : 05.1",-0.733409168303667,0.262789134929135
"434","Scl","0434",1,120,0,"01 : 00 : 09.18","-33 : 36 : 09.3",-0.733714600922766,0.262466976238037
"435","Scl","0435",0.999,99,0,"01 : 00 : 15.11","-33 : 36 : 25.7",-0.734907242578296,0.262898218007384
"436","Scl","0436",0.999,99,0,"01 : 00 : 14.81","-33 : 36 : 49.8",-0.736659844035507,0.262876401391734
"437","Scl","0437",0.999,116,0,"01 : 00 : 11.79","-33 : 42 : 17.0",-0.760454499504363,0.262656780794192
"438","Scl","0438",1,108,0,"01 : 00 : 12.95","-33 : 42 : 03.9",-0.759501840620982,0.262741138374705
"439","Scl","0439",1,101,0,"01 : 00 : 14.42","-33 : 41 : 46.9",-0.758265565734153,0.262848039791389
"440","Scl","0440",0.998,88,0,"01 : 00 : 10.71","-33 : 40 : 57.9",-0.754702185177998,0.262578240977852
"441","Scl","0441",1,121.7,1.8,"01 : 00 : 17.52","-33 : 39 : 02.1",-0.746280971537125,0.263073478153105
"442","Scl","0442",0.999,100,0,"01 : 00 : 18.85","-33 : 37 : 57.7",-0.741597671377607,0.263170198482487
"443","Scl","0443",1,103.9,1.4,"01 : 00 : 07.57","-33 : 40 : 52.5",-0.754309486096299,0.262349893734049
"444","Scl","0444",1,110,0,"01 : 00 : 11.30","-33 : 39 : 35.7",-0.748724432489917,0.26262114698863
"445","Scl","0445",0.999,123,0,"01 : 00 : 06.74","-33 : 39 : 26.3",-0.748040845199553,0.262289534430751
"446","Scl","0446",1,111,0,"01 : 00 : 09.82","-33 : 37 : 53.9",-0.741321327579375,0.262513518351424
"447","Scl","0447",1,116,0,"01 : 00 : 05.83","-33 : 37 : 38.8",-0.740223224591662,0.26222335736328
"448","Scl","0448",0.999,110,0,"01 : 00 : 21.08","-33 : 33 : 46.4",-0.723322619668183,0.263332368658818
"449","Scl","0449",0.996,107,0,"01 : 00 : 22.08","-33 : 34 : 11.7",-0.725162487587994,0.263405090710984
"450","Scl","0450",1,110,0,"01 : 00 : 18.38","-33 : 35 : 23.8",-0.730405747549194,0.263136019117968
"451","Scl","0451",1,124,0,"01 : 00 : 20.94","-33 : 36 : 05.7",-0.733452801534967,0.263322187571514
"452","Scl","0452",1,123,0,"01 : 00 : 28.84","-33 : 36 : 59.8",-0.737387064557171,0.263896691783629
"453","Scl","0453",1,124,0,"01 : 00 : 26.03","-33 : 37 : 02.3",-0.737568869687587,0.263692342817042
"454","Scl","0454",1,121,0,"01 : 00 : 25.78","-33 : 30 : 25.4",-0.708705487182731,0.263674162304
"455","Scl","0455",1,115,0,"01 : 00 : 23.88","-33 : 30 : 51.5",-0.710603532744275,0.263535990404884
"456","Scl","0456",1,124,0,"01 : 00 : 26.19","-33 : 31 : 38.8",-0.714043285811747,0.263703978345388
"457","Scl","0457",0.614,146,0,"01 : 00 : 26.22","-33 : 33 : 50.4",-0.723613507876849,0.263706160006953
"458","Scl","0458",1,109,0,"01 : 00 : 29.55","-33 : 34 : 18.0",-0.725620636516643,0.263948324440667
