"Name","Num","Mmb","Hv","<Hv>","h:m:s","d:m:s","radD","radR"
"459","Scl","0459",1,122.1,1.7,"01 : 00 : 28.18","-33 : 35 : 35.2",-0.731234778943891,0.263848695229199
"460","Scl","0460",0.991,94,0,"01 : 00 : 29.36","-33 : 35 : 53.7",-0.73258013690897,0.263934507250756
"461","Scl","0461",0.999,110,0,"01 : 00 : 28.99","-33 : 36 : 09.2",-0.73370732871755,0.263907600091454
"462","Scl","0462",1,120.9,1.7,"01 : 00 : 25.08","-33 : 43 : 33.4",-0.766010464289878,0.263623256867484
"463","Scl","0463",1,127,1.7,"01 : 00 : 25.04","-33 : 42 : 28.2",-0.761268986488627,0.263620347985397
"464","Scl","0464",1,116,0,"01 : 00 : 25.93","-33 : 40 : 14.9",-0.751575136934842,0.263685070611825
"465","Scl","0465",1,108,0,"01 : 00 : 25.00","-33 : 39 : 48.0",-0.749618913731565,0.26361743910331
"466","Scl","0466",0.998,94,0,"01 : 00 : 27.22","-33 : 39 : 46.2",-0.749488014037665,0.26377888205912
"467","Scl","0467",0.998,125,0,"01 : 00 : 17.51","-33 : 43 : 07.7",-0.764141507549201,0.263072750932584
"468","Scl","0468",1,106,0,"01 : 00 : 18.29","-33 : 42 : 12.3",-0.760112705859181,0.263129474133273
"469","Scl","0469",1,116,0,"01 : 00 : 17.78","-33 : 41 : 34.5",-0.757363812287289,0.263092385886669
"470","Scl","0470",0.998,104,0,"01 : 00 : 17.35","-33 : 41 : 08.4",-0.755465766725746,0.263061115404237
"471","Scl","0471",0,15.8,1.2,"01 : 00 : 18.59","-33 : 39 : 39.0",-0.748964415262067,0.263151290748923
"472","Scl","0472",0.999,115,0,"01 : 00 : 27.01","-33 : 38 : 22.0",-0.743364817245252,0.263763610428165
"473","Scl","0473",1,108,0,"01 : 00 : 27.07","-33 : 38 : 00.7",-0.741815837534107,0.263767973751295
"474","Scl","0474",0.999,125,0,"01 : 00 : 31.88","-33 : 30 : 01.0",-0.70693106910987,0.264117766822215
"475","Scl","0475",0.999,108,0,"01 : 00 : 36.67","-33 : 31 : 02.7",-0.711418019728539,0.264466105452092
"476","Scl","0476",0.999,126.8,0.9,"01 : 00 : 32.83","-33 : 36 : 07.4",-0.73357642902365,0.264186852771773
"477","Scl","0477",0.999,107,0,"01 : 00 : 30.50","-33 : 37 : 03.4",-0.73764886394497,0.264017410390226
"478","Scl","0478",0.998,97,0,"01 : 00 : 33.90","-33 : 37 : 32.4",-0.739757803457797,0.264264665367591
"479","Scl","0479",1,104.9,2.6,"01 : 00 : 35.91","-33 : 37 : 42.3",-0.740477751774244,0.264410836692446
"480","Scl","0480",1,124,0,"01 : 00 : 31.87","-33 : 38 : 00.2",-0.741779476508023,0.264117039601694
"481","Scl","0481",1,121,0,"01 : 00 : 35.57","-33 : 44 : 17.5",-0.769217506790417,0.264386111194709
"482","Scl","0482",1,114.2,1,"01 : 00 : 37.78","-33 : 44 : 08.7",-0.768577552731353,0.264546826929997
"483","Scl","0483",1,120,0,"01 : 00 : 34.06","-33 : 42 : 36.7",-0.761887123932041,0.264276300895938
"484","Scl","0484",1,110,0,"01 : 00 : 37.76","-33 : 41 : 22.9",-0.756520236482159,0.264545372488954
"485","Scl","0485",1,107,0,"01 : 00 : 33.60","-33 : 41 : 12.0",-0.755727566113545,0.264242848751941
"486","Scl","0486",1,121,0,"01 : 00 : 31.94","-33 : 41 : 02.3",-0.75502216220753,0.264122130145345
"487","Scl","0487",1,120,0,"01 : 00 : 35.59","-33 : 39 : 10.6",-0.74689910898054,0.264387565635753
"488","Scl","0488",0.999,113.2,1.4,"01 : 00 : 30.21","-33 : 44 : 30.2",-0.770141076852931,0.263996320995097
"489","Scl","0489",1,110,0,"01 : 00 : 29.92","-33 : 43 : 29.0",-0.765690487260346,0.263975231599969
"490","Scl","0490",1,125,0,"01 : 00 : 29.43","-33 : 42 : 56.2",-0.763305203949287,0.263939597794407
"491","Scl","0491",1,107,0,"01 : 00 : 26.04","-33 : 42 : 40.6",-0.76217073993549,0.263693070037563
"492","Scl","0492",1,101.8,0.8,"01 : 00 : 28.10","-33 : 42 : 34.4",-0.761719863212059,0.263842877465026
"493","Scl","0493",1,101,0,"01 : 00 : 27.41","-33 : 42 : 03.9",-0.759501840620982,0.263792699249031
"494","Scl","0494",1,112,0,"01 : 00 : 31.70","-33 : 41 : 39.9",-0.757756511368988,0.264104676852825
"495","Scl","0495",1,108,0,"01 : 00 : 51.95","-33 : 31 : 57.7",-0.715417732597692,0.265577298409195
"496","Scl","0496",1,114,0,"01 : 01 : 01.16","-33 : 34 : 43.2",-0.727453232231237,0.266247068509648
"497","Scl","0497",0.999,100,0,"01 : 01 : 06.29","-33 : 34 : 43.0",-0.727438687820803,0.266620132637262
"498","Scl","0498",0,-54,0,"01 : 00 : 48.80","-33 : 44 : 11.8",-0.768802991093069,0.265348223944871
"499","Scl","0499",1,120,0,"01 : 00 : 51.39","-33 : 42 : 53.2",-0.763087037792788,0.265536574059982
"500","Scl","0500",0.994,100.5,4.4,"01 : 00 : 42.24","-33 : 44 : 38.7",-0.770759214296346,0.264871167282659
"501","Scl","0501",1,119,0,"01 : 00 : 40.35","-33 : 44 : 14.2",-0.768977524018268,0.264733722604065
"502","Scl","0502",0.999,109,0,"01 : 00 : 40.61","-33 : 41 : 10.8",-0.755640299650945,0.264752630337628
"503","Scl","0503",1,110.2,3.5,"01 : 00 : 41.91","-33 : 40 : 09.1",-0.751153349032276,0.264847169005445
"504","Scl","0504",0.995,103,0,"01 : 00 : 47.34","-33 : 38 : 06.7",-0.742252169847105,0.265242049748708
"505","Scl","0505",0.999,108,0,"01 : 02 : 10.16","-33 : 36 : 22.5",-0.734674532011363,0.271264890109132
"506","Scl","0506",1,118,0,"01 : 01 : 57.69","-33 : 42 : 50.7",-0.762905232662371,0.270358046118617
"507","Scl","0507",1,120,0,"01 : 02 : 00.12","-33 : 40 : 38.9",-0.753320466186836,0.270534760705381
"508","Scl","0508",1,117.3,2.5,"01 : 02 : 14.40","-33 : 33 : 52.8",-0.723788040802049,0.271573231610318
"509","Scl","0509",1,118,0,"01 : 02 : 18.74","-33 : 36 : 15.3",-0.734150933235765,0.27188884531672
"510","Scl","0510",1,103,0,"01 : 02 : 16.78","-33 : 36 : 44.5",-0.736274417159025,0.271746310094474
"511","Scl","0511",1,117,0,"01 : 02 : 25.79","-33 : 37 : 16.7",-0.738616067238784,0.272401535784493
"512","Scl","0512",1,107,0,"01 : 02 : 18.26","-33 : 37 : 35.8",-0.740005058435163,0.27185393873168
"513","Scl","0513",1,113,0,"01 : 02 : 19.33","-33 : 38 : 06.7",-0.742252169847105,0.271931751327498
"514","Scl","0514",1,120,0,"01 : 02 : 11.02","-33 : 41 : 33.8",-0.757312906850773,0.271327431073995
"515","Scl","0515",0,-76,0,"01 : 02 : 18.93","-33 : 39 : 26.9",-0.748084478430853,0.271902662506632
"516","Scl","0516",0.676,82,0,"01 : 02 : 41.97","-33 : 35 : 24.9",-0.730485741806577,0.273578178588546
"517","Scl","0517",0,50,0,"01 : 02 : 31.98","-33 : 37 : 42.7",-0.740506840595111,0.272851685287404
"518","Scl","0518",0.999,120,0,"01 : 02 : 31.97","-33 : 38 : 52.5",-0.745582839836328,0.272850958066882
"519","Scl","0519",1,118,0,"01 : 02 : 28.01","-33 : 45 : 46.4",-0.775682497228013,0.272562978740303
"520","Scl","0520",0.999,126,0,"01 : 02 : 15.95","-33 : 45 : 01.8",-0.77243909370139,0.271685950791176
"521","Scl","0521",0.967,84,0,"01 : 02 : 20.47","-33 : 44 : 14.4",-0.768992068428702,0.272014654466968
"522","Scl","0522",1,101,0,"01 : 02 : 25.28","-33 : 39 : 50.0",-0.749764357835897,0.272364447537888
"523","Scl","0523",1,118,0,"01 : 02 : 49.74","-33 : 40 : 37.8",-0.753240471929453,0.274143228933879
"524","Scl","0524",1,115.3,1.1,"01 : 00 : 55.00","-33 : 46 : 19.1",-0.778060508333856,0.265799100668303
"525","Scl","0525",1,109.2,1.9,"01 : 01 : 02.27","-33 : 48 : 30.5",-0.787616185988524,0.266327789987553
"526","Scl","0526",1,117.4,0.5,"01 : 00 : 57.09","-33 : 48 : 30.3",-0.787601641578091,0.265951089757331
"527","Scl","0527",1,103.6,1,"01 : 00 : 26.82","-33 : 44 : 13.7",-0.768941162992185,0.263749793238253
"528","Scl","0528",1,110,0,"01 : 00 : 07.59","-33 : 44 : 04.0",-0.768235759086171,0.262351348175093
"529","Scl","0529",1,118,0,"01 : 00 : 08.77","-33 : 44 : 13.4",-0.768919346376535,0.262437160196649
"530","Scl","0530",1,115,0,"01 : 00 : 07.74","-33 : 44 : 23.3",-0.769639294692983,0.262362256482918
"531","Scl","0531",1,119.8,0.5,"01 : 00 : 05.03","-33 : 44 : 19.2",-0.7693411342791,0.262165179721547
"532","Scl","0532",1,105,0,"01 : 00 : 04.76","-33 : 44 : 41.2",-0.770941019426762,0.262145544767462
"533","Scl","0533",1,102.4,1.5,"01 : 00 : 10.07","-33 : 44 : 59.7",-0.772286377391841,0.262531698864465
"534","Scl","0534",0.996,96,0,"01 : 00 : 05.48","-33 : 45 : 02.0",-0.772453638111824,0.262197904645021
"535","Scl","0535",1,120,0,"01 : 00 : 19.24","-33 : 46 : 09.1",-0.777333287812191,0.263198560082832
"536","Scl","0536",1,108,0,"01 : 00 : 18.00","-33 : 44 : 12.9",-0.768882985350452,0.263108384738145
"537","Scl","0537",1,103.6,0.8,"01 : 00 : 24.30","-33 : 44 : 51.5",-0.771690056564076,0.263566533666794
"538","Scl","0538",0.977,95,0,"01 : 00 : 22.65","-33 : 45 : 01.4",-0.772410004880524,0.263446542280719
"539","Scl","0539",1,129,0,"01 : 00 : 19.02","-33 : 44 : 52.7",-0.771777323026676,0.263182561231355
"540","Scl","0540",1,111,0.9,"01 : 00 : 21.14","-33 : 45 : 26.3",-0.774220783979468,0.263336731981948
"541","Scl","0541",0.999,113,0,"01 : 00 : 20.64","-33 : 46 : 08.4",-0.777282382375675,0.263300370955865
"542","Scl","0542",1,111.5,4,"01 : 00 : 00.50","-33 : 50 : 32.0",-0.796451915326746,0.261835748825233
"543","Scl","0543",1,110,0.5,"00 : 59 : 59.86","-33 : 49 : 34.3",-0.792255852916743,0.261789206711846
"544","Scl","0544",0.999,117,0,"01 : 00 : 02.52","-33 : 48 : 00.2",-0.785412707807882,0.261982647370609
"545","Scl","0545",1,119,0,"01 : 00 : 06.03","-33 : 47 : 47.6",-0.784496409950585,0.262237901773713
"546","Scl","0546",1,113,0,"01 : 00 : 00.10","-33 : 47 : 11.8",-0.781892960483026,0.261806660004366
"547","Scl","0547",0.999,98,0,"00 : 59 : 59.80","-33 : 46 : 48.7",-0.780213081077982,0.261784843388716
"548","Scl","0548",1,115.5,1.2,"01 : 00 : 00.37","-33 : 46 : 29.5",-0.778816817676386,0.261826294958451
"549","Scl","0549",1,109.2,0.8,"01 : 00 : 04.95","-33 : 46 : 20.7",-0.778176863617322,0.262159361957373
"550","Scl","0550",1,108.9,0.5,"00 : 59 : 53.26","-33 : 51 : 29.5",-0.800633433326316,0.261309241167548
"551","Scl","0551",0.999,121.2,0.7,"00 : 59 : 56.19","-33 : 51 : 27.4",-0.800480717016766,0.261522316780395
"552","Scl","0552",1,118.6,1.4,"00 : 59 : 58.10","-33 : 50 : 43.0",-0.797251857900576,0.261661215900033
"553","Scl","0553",1,105,0,"00 : 59 : 57.25","-33 : 48 : 49.8",-0.789019721595337,0.261599402155692
"554","Scl","0554",0,27.5,0.9,"00 : 59 : 55.76","-33 : 48 : 31.4",-0.787681635835474,0.261491046297964
"555","Scl","0555",1,116,0,"01 : 00 : 27.26","-33 : 42 : 40.4",-0.762156195525057,0.263781790941206
"556","Scl","0556",1,125.7,1.1,"01 : 00 : 22.83","-33 : 46 : 42.3",-0.779747659944117,0.263459632250109
"557","Scl","0557",1,113.2,0.7,"01 : 00 : 23.05","-33 : 47 : 23.2",-0.782721991877724,0.263475631101586
"558","Scl","0558",0.996,87,0,"01 : 00 : 20.19","-33 : 47 : 35.2",-0.783594656503721,0.26326764603239
"559","Scl","0559",1,105,0,"01 : 00 : 21.70","-33 : 48 : 28.0",-0.787434380858108,0.263377456331161
"560","Scl","0560",1,123,0,"01 : 00 : 31.21","-33 : 44 : 15.1",-0.769042973865218,0.264069043047264
"561","Scl","0561",1,111,0,"01 : 00 : 28.63","-33 : 46 : 02.6",-0.776860594473109,0.263881420152674
"562","Scl","0562",1,112,0,"01 : 00 : 28.92","-33 : 46 : 33.0",-0.779071344858969,0.263902509547803
"563","Scl","0563",0.999,96.8,0.8,"01 : 00 : 27.38","-33 : 46 : 36.4",-0.779318599836335,0.263790517587466
"564","Scl","0564",1,114.2,0.8,"01 : 00 : 26.48","-33 : 47 : 59.2",-0.785339985755715,0.263725067740516
"565","Scl","0565",1,124,0,"01 : 00 : 25.95","-33 : 48 : 40.7",-0.788357950920622,0.263686525052868
"566","Scl","0566",1,126,0,"01 : 00 : 24.52","-33 : 48 : 58.0",-0.789616042423101,0.26358253251827
"567","Scl","0567",1,117.9,1.2,"01 : 00 : 05.16","-33 : 54 : 47.9",-0.815061488476135,0.262174633588328
"568","Scl","0568",1,121.8,1.1,"01 : 00 : 09.41","-33 : 54 : 37.6",-0.814312451338821,0.262483702310036
"569","Scl","0569",1,111.2,2.1,"01 : 00 : 13.03","-33 : 52 : 29.4",-0.804989484251085,0.262746956138878
"570","Scl","0570",0.998,91,0,"01 : 00 : 13.85","-33 : 50 : 57.5",-0.79830632765699,0.262806588221654
"571","Scl","0571",1,98,1.4,"01 : 00 : 17.16","-33 : 49 : 50.9",-0.793463038982705,0.263047298214325
"572","Scl","0572",1,123.6,0.7,"01 : 00 : 04.47","-33 : 53 : 40.9",-0.810189110980984,0.262124455372333
"573","Scl","0573",1,120.9,0.9,"01 : 00 : 04.73","-33 : 53 : 06.3",-0.807672927976026,0.262143363105897
"574","Scl","0574",1,108.2,0.7,"01 : 00 : 05.34","-33 : 50 : 53.6",-0.798022711653541,0.262187723557718
"575","Scl","0575",1,121,0,"01 : 00 : 01.60","-33 : 50 : 15.9",-0.795281090286866,0.261915743082616
"576","Scl","0576",1,110,0,"01 : 00 : 08.87","-33 : 48 : 29.7",-0.787558008346791,0.262444432401866
"577","Scl","0577",1,106.6,0.4,"01 : 00 : 35.47","-33 : 42 : 42.2",-0.762287095218957,0.264378838989493
"578","Scl","0578",1,109.5,1.5,"01 : 00 : 32.24","-33 : 44 : 57.0",-0.772090027850991,0.264143946760995
"579","Scl","0579",1,113,0,"01 : 00 : 31.00","-33 : 47 : 12.2",-0.781922049303893,0.264053771416309
"580","Scl","0580",0.999,100.8,1,"01 : 00 : 28.55","-33 : 48 : 50.4",-0.789063354826636,0.263875602388501
"581","Scl","0581",1,115,0,"01 : 00 : 27.17","-33 : 49 : 10.1",-0.790495979254315,0.263775245956511
"582","Scl","0582",1,113,0,"01 : 00 : 38.03","-33 : 43 : 33.7",-0.766032280905528,0.264565007443039
"583","Scl","0583",1,114.3,1.9,"01 : 00 : 35.72","-33 : 45 : 38.8",-0.775129809631548,0.264397019502534
"584","Scl","0584",1,111.8,0.9,"01 : 00 : 35.22","-33 : 46 : 03.2",-0.776904227704409,0.264360658476451
"585","Scl","0585",0.999,115,0,"01 : 00 : 33.55","-33 : 48 : 30.6",-0.787623458193741,0.264239212649333
"586","Scl","0586",1,115,0,"01 : 00 : 32.77","-33 : 49 : 10.9",-0.790554156896048,0.264182489448643
"587","Scl","0587",1,104.7,1,"01 : 00 : 18.98","-33 : 56 : 59.3",-0.824617166130804,0.263179652349268
"588","Scl","0588",1,115.3,1.1,"01 : 00 : 21.26","-33 : 54 : 56.7",-0.8157014425352,0.263345458628208
"589","Scl","0589",0.99,86.2,0.8,"01 : 00 : 25.19","-33 : 53 : 43.9",-0.810407277137484,0.263631256293222
"590","Scl","0590",1,126,0,"01 : 00 : 29.00","-33 : 51 : 52.6",-0.80231331273136,0.263908327311976
"591","Scl","0591",1,101.4,0.9,"01 : 00 : 24.22","-33 : 51 : 04.8",-0.798837198637805,0.26356071590262
"592","Scl","0592",1,110.7,0.8,"01 : 00 : 29.33","-33 : 50 : 13.8",-0.795128373977317,0.263932325589191
"593","Scl","0593",1,106.9,1.3,"01 : 00 : 17.56","-33 : 55 : 13.4",-0.816915900806379,0.263076387035192
"594","Scl","0594",1,118.1,3,"01 : 00 : 17.89","-33 : 54 : 40.6",-0.81453061749532,0.263100385312407
"595","Scl","0595",1,117.6,1.1,"01 : 00 : 18.53","-33 : 53 : 05.7",-0.807629294744726,0.263146927425793
"596","Scl","0596",1,105,0.9,"01 : 00 : 23.14","-33 : 52 : 03.4",-0.803098710894757,0.263482176086281
"597","Scl","0597",1,124.1,0.8,"01 : 00 : 21.87","-33 : 51 : 50.4",-0.802153324216594,0.263389819080029
"598","Scl","0598",1,112,0,"01 : 00 : 17.35","-33 : 50 : 52.9",-0.797971806217024,0.263061115404237
"599","Scl","0599",1,108.6,0.8,"01 : 00 : 18.59","-33 : 50 : 22.9",-0.795790144652031,0.263151290748923
"600","Scl","0600",1,121.2,1.8,"01 : 00 : 23.60","-33 : 49 : 39.9",-0.792663096408875,0.263515628230277
"601","Scl","0601",1,108,0,"01 : 00 : 43.42","-33 : 45 : 32.9",-0.774700749523766,0.264956979304216
"602","Scl","0602",1,110.9,0.6,"01 : 00 : 40.40","-33 : 45 : 52.8",-0.776147918361878,0.264737358706673
"603","Scl","0603",1,110,0,"01 : 00 : 42.69","-33 : 47 : 04.3",-0.781347545091778,0.264903892206134
"604","Scl","0604",1,123.5,0.6,"01 : 00 : 38.92","-33 : 47 : 50.0",-0.784670942875784,0.264629730069467
"605","Scl","0605",1,112.5,0.9,"01 : 00 : 36.13","-33 : 47 : 59.2",-0.785339985755715,0.264426835543923
"606","Scl","0606",1,120,0,"01 : 00 : 39.95","-33 : 48 : 23.3",-0.787092587212926,0.264704633783198
"607","Scl","0607",1,118,0.6,"01 : 00 : 38.44","-33 : 49 : 30.5",-0.79197950911851,0.264594823484427
"608","Scl","0608",1,109,0,"01 : 00 : 49.42","-33 : 45 : 54.0",-0.776235184824478,0.265393311617214
"609","Scl","0609",1,121.2,1.6,"01 : 00 : 45.31","-33 : 47 : 44.0",-0.784234610562785,0.26509442398281
"610","Scl","0610",1,106,0,"01 : 00 : 51.24","-33 : 48 : 30.5",-0.787616185988524,0.265525665752157
"611","Scl","0611",1,123,0,"01 : 00 : 47.49","-33 : 52 : 43.6",-0.806022137391848,0.265252958056533
"612","Scl","0612",1,105,0,"01 : 00 : 50.35","-33 : 52 : 15.7",-0.803993192136405,0.265460943125729
"613","Scl","0613",0.994,88.8,0.9,"01 : 00 : 53.72","-33 : 51 : 57.5",-0.802669650786976,0.26570601644153
"614","Scl","0614",1,97.3,1.7,"01 : 00 : 49.45","-33 : 49 : 24.4",-0.791535904600295,0.265395493278779
"615","Scl","0615",0.474,124,0,"01 : 00 : 55.49","-33 : 49 : 13.1",-0.790714145410814,0.265834734473865
"616","Scl","0616",0.885,106,0,"01 : 00 : 48.15","-33 : 49 : 10.8",-0.790546884690832,0.265300954610963
"617","Scl","0617",0.983,104,0,"01 : 00 : 48.19","-33 : 48 : 51.5",-0.789143349084019,0.26530386349305
"618","Scl","0618",0.996,100.5,0.5,"01 : 00 : 39.79","-33 : 53 : 58.2",-0.811447202483464,0.264692998254852
"619","Scl","0619",1,108.9,0.8,"01 : 00 : 36.44","-33 : 53 : 28.4",-0.809280085328904,0.264449379380094
"620","Scl","0620",0.997,109,0,"01 : 00 : 36.46","-33 : 50 : 26.7",-0.796066488450264,0.264450833821137
"621","Scl","0621",0.999,123,0,"01 : 00 : 41.06","-33 : 48 : 41.5",-0.788416128562355,0.264785355261103
"622","Scl","0622",1,119.6,1.1,"00 : 59 : 55.70","-33 : 48 : 00.9",-0.785463613244398,0.261486682974834
"623","Scl","0623",1,103.9,0.6,"01 : 00 : 05.93","-33 : 45 : 56.4",-0.776409717749677,0.262230629568496
"624","Scl","0624",0.999,93.2,1.4,"01 : 00 : 00.29","-33 : 51 : 30.0",-0.800669794352399,0.261820477194278
"625","Scl","0625",1,101.2,0.8,"01 : 00 : 26.37","-33 : 45 : 24.5",-0.774089884285568,0.263717068314778
"626","Scl","0626",0.995,112.5,0.4,"01 : 00 : 22.32","-33 : 50 : 23.9",-0.795862866704198,0.263422544003504
"627","Scl","0627",1,125.4,1.5,"01 : 00 : 09.03","-33 : 54 : 58.6",-0.815839614434316,0.262456067930212
"628","Scl","0628",0.999,117.7,0.4,"01 : 00 : 23.10","-33 : 48 : 09.6",-0.786096295098246,0.263479267204194
"629","Scl","0629",1,107.4,0.4,"01 : 00 : 35.44","-33 : 46 : 59.0",-0.780962118215296,0.264376657327928
"630","Scl","0630",1,114.9,0.7,"01 : 00 : 41.51","-33 : 55 : 30.3",-0.818144903487992,0.264818080184578
"631","Scl","0631",1,114.7,0.5,"01 : 00 : 39.44","-33 : 54 : 49.1",-0.815148754938735,0.264667545536593
"632","Scl","0632",1,116.3,0.5,"01 : 00 : 39.86","-33 : 50 : 20.2",-0.795593795111182,0.264698088798503
"633","Scl","0633",1,105.6,1,"01 : 00 : 32.84","-33 : 55 : 17.7",-0.817228605630695,0.264187579992295
"634","Scl","0634",1,103.7,0.7,"01 : 00 : 34.87","-33 : 52 : 58.4",-0.807098423763911,0.264335205758193
"635","Scl","0635",1,125.1,0.5,"01 : 00 : 43.90","-33 : 45 : 51.1",-0.776024290873195,0.264991885889256
"636","Scl","0636",1,112.7,0.4,"01 : 00 : 53.68","-33 : 52 : 27.4",-0.804844040146752,0.265703107559443
"637","Scl","0637",0.999,101.7,0.7,"01 : 00 : 55.72","-33 : 50 : 11.3",-0.794946568846901,0.265851460545863
"638","Scl","0638",1,108,0,"01 : 00 : 00.04","-33 : 45 : 28.8",-0.774402589109884,0.261802296681236
"639","Scl","0639",0.999,102,0,"00 : 59 : 58.24","-33 : 45 : 50.6",-0.775987929847112,0.261671396987337
"640","Scl","0640",1,113.2,0.9,"00 : 59 : 56.70","-33 : 46 : 43.5",-0.779834926406716,0.261559405027
"641","Scl","0641",0.999,94,0,"01 : 00 : 07.80","-33 : 43 : 45.3",-0.766875856710658,0.262366619806048
"642","Scl","0642",1,100,0,"01 : 00 : 07.40","-33 : 45 : 57.4",-0.776482439801844,0.262337530985181
"643","Scl","0643",1,103,0,"01 : 00 : 03.41","-33 : 46 : 45.0",-0.779944009484966,0.262047369997037
"644","Scl","0644",1,122,0,"01 : 00 : 07.60","-33 : 46 : 59.8",-0.781020295857029,0.262352075395614
"645","Scl","0645",0.999,113,0,"01 : 00 : 01.91","-33 : 47 : 12.1",-0.781914777098676,0.261938286918787
"646","Scl","0646",1,130.6,3.2,"01 : 00 : 02.55","-33 : 48 : 49.9",-0.789026993800553,0.261984829032174
"647","Scl","0647",1,102,0,"01 : 00 : 22.33","-33 : 43 : 45.5",-0.766890401121092,0.263423271224026
"648","Scl","0648",0.999,113,0,"01 : 00 : 21.18","-33 : 44 : 46.9",-0.771355535124111,0.263339640864034
"649","Scl","0649",1,111,0,"01 : 00 : 18.96","-33 : 45 : 14.7",-0.773377208174337,0.263178197908225
"650","Scl","0650",1,111,0,"01 : 00 : 17.08","-33 : 45 : 13.8",-0.773311758327388,0.263041480450152
"651","Scl","0651",1,102,0,"01 : 00 : 19.97","-33 : 45 : 44.7",-0.77555886973933,0.263251647180913
"652","Scl","0652",1,119,0,"01 : 00 : 19.77","-33 : 47 : 10.0",-0.781762060789127,0.26323710277048
"653","Scl","0653",1,116,0,"01 : 00 : 24.62","-33 : 44 : 28.9",-0.770046538185115,0.263589804723487
"654","Scl","0654",0.997,129,0,"01 : 00 : 26.28","-33 : 44 : 45.6",-0.771260996456294,0.263710523330083
"655","Scl","0655",0.996,92,0,"01 : 00 : 21.11","-33 : 56 : 27.9",-0.822333693692778,0.263334550320383
"656","Scl","0656",1,104.7,1.5,"01 : 00 : 18.44","-33 : 48 : 47.4",-0.788845188670137,0.263140382441098
"657","Scl","0657",0.999,113,0,"01 : 00 : 33.85","-33 : 44 : 54.4",-0.771900950515359,0.264261029264983
"658","Scl","0658",1,122,0,"01 : 00 : 32.89","-33 : 45 : 24.4",-0.774082612080352,0.264191216094903
"659","Scl","0659",1,116,0,"01 : 00 : 30.69","-33 : 45 : 32.2",-0.77464984408725,0.264031227580137
"660","Scl","0660",1,119,0,"01 : 00 : 31.80","-33 : 46 : 08.6",-0.777296926786108,0.264111949058042
"661","Scl","0661",1,117,0,"01 : 00 : 26.27","-33 : 47 : 12.6",-0.78195113812476,0.263709796109562
"662","Scl","0662",0.999,99,0,"01 : 00 : 39.91","-33 : 46 : 43.5",-0.779834926406716,0.264701724901112
"663","Scl","0663",0.998,113,0,"01 : 00 : 29.65","-33 : 48 : 50.4",-0.789063354826636,0.263955596645884
"664","Scl","0664",1,109,0,"01 : 00 : 45.11","-33 : 52 : 28.3",-0.804909489993702,0.265079879572377
"665","Scl","0665",0.999,111,0,"01 : 00 : 44.27","-33 : 49 : 18.8",-0.791128661108163,0.265018793048557
"666","Scl","0666",1,119.9,0.9,"01 : 00 : 44.19","-33 : 48 : 21.3",-0.786947143108593,0.265012975284384
"667","Scl","0667",1,124,0,"01 : 00 : 29.22","-33 : 55 : 44.2",-0.819155740013105,0.263924326163453
"668","Scl","0668",0.999,114,0,"01 : 00 : 34.32","-33 : 49 : 52.8",-0.793601210881822,0.264295208629501
"669","Scl","0669",1,104.3,1.2,"01 : 00 : 46.51","-33 : 46 : 47.1",-0.780096725794516,0.26518169044541
"670","Scl","0670",0.997,120,0,"01 : 00 : 48.87","-33 : 44 : 08.8",-0.76858482493657,0.265353314488523
"671","Scl","0671",0.999,90.6,4.2,"01 : 00 : 49.78","-33 : 45 : 33.1",-0.7747152939342,0.265419491555994
"672","Scl","0672",0.998,108.5,1.3,"01 : 00 : 49.94","-33 : 51 : 13.3",-0.799455336081219,0.265431127084341
"673","Scl","0673",1,115.9,1.3,"01 : 00 : 58.31","-33 : 51 : 14.8",-0.799564419159469,0.266039810660974
"674","Scl","0674",1,111.4,0.7,"01 : 00 : 48.22","-33 : 49 : 55.5",-0.793797560422671,0.265306045154615
"675","Scl","0675",1,124,1.5,"01 : 00 : 56.41","-33 : 49 : 47.2",-0.79319396738969,0.265901638761858
"676","Scl","0676",1,121,0,"00 : 59 : 29.72","-33 : 46 : 22.6",-0.778315035516438,0.25959736405955
"677","Scl","0677",1,103.3,4.5,"00 : 59 : 57.37","-33 : 48 : 10.2",-0.786139928329546,0.261608128801952
"678","Scl","0678",1,122,0,"00 : 59 : 55.56","-33 : 47 : 29.6",-0.783187413011589,0.261476501887531
"679","Scl","0679",1,110.1,2.1,"00 : 59 : 59.97","-33 : 54 : 05.3",-0.811963529053845,0.261797206137584
"680","Scl","0680",0.999,112,0,"00 : 59 : 57.29","-33 : 47 : 43.6",-0.784205521741919,0.261602311037778
"681","Scl","0681",1,108.4,0.5,"01 : 00 : 06.80","-33 : 52 : 01.4",-0.802953266790425,0.262293897753881
"682","Scl","0682",1,102.3,0.8,"01 : 00 : 06.87","-33 : 50 : 34.0",-0.796597359431079,0.262298988297533
"683","Scl","0683",1,97.7,0.9,"01 : 00 : 01.44","-33 : 51 : 16.7",-0.799702591058585,0.261904107554269
"684","Scl","0684",1,125,0,"01 : 00 : 00.96","-33 : 48 : 08.9",-0.78604538966173,0.261869200969229
"685","Scl","0685",1,110,0,"00 : 59 : 24.24","-33 : 45 : 35.2",-0.774868010243749,0.259198847213678
"686","Scl","0686",1,114,0,"00 : 59 : 25.51","-33 : 46 : 21.4",-0.778227769053838,0.259291204219929
